name,description,url
sshtrix,A very fast multithreaded SSH login cracker.,http://nullsecurity.net/tools/cracker.html
ssl-hostname-resolver,CN (Common Name) grabber on X.509 Certificates over HTTPS.,http://packetstormsecurity.com/files/120634/Common-Name-Grabber-Script.html
ssl-phuck3r,All in one script for Man-In-The-Middle attacks.,https://github.com/zombiesam/ssl_phuck3r
sslcat,SSLCat is a simple Unix utility that reads and writes data across an SSL enable network connection.,http://www.bindshell.net/tools/sslcat
sslcaudit,Utility to perform security audits of SSL/TLS clients.,https://github.com/grwl/sslcaudit
ssldump,An SSLv3/TLS network protocol analyzer.,http://www.rtfm.com/ssldump/
ssllabs-scan,Command-line client for the SSL Labs APIs,https://github.com/ssllabs/ssllabs-scan
sslmap,A lightweight TLS/SSL cipher suite scanner.,http://thesprawl.org/projects/latest/
sslnuke,Transparent proxy that decrypts SSL traffic and prints out IRC messages.,https://github.com/jtripper/sslnuke
sslscan2,Tests SSL/TLS enabled services to discover supported cipher suites.,https://github.com/rbsec/sslscan
sslsniff,A tool to MITM all SSL connections on a LAN and dynamically generate certs for the domains that are being accessed on the fly,http://www.thoughtcrime.org/software/sslsniff/
sslstrip,Python tool to hijack HTTPS connections during a MITM attack.,https://github.com/moxie0/sslstrip
sslyze,Python tool for analyzing the configuration of SSL servers and for identifying misconfigurations.,https://github.com/nabla-c0d3/sslyze
ssma,Simple Static Malware Analyzer.,https://github.com/secrary/SSMA
ssrf-proxy,Facilitates tunneling HTTP communications through servers vulnerable to Server-Side Request Forgery.,https://github.com/bcoles/ssrf_proxy
ssrf-sheriff,A simple SSRF-testing sheriff written in Go.,https://github.com/teknogeek/ssrf-sheriff
ssrfmap,Automatic SSRF fuzzer and exploitation tool.,https://github.com/swisskyrepo/SSRFmap
sstimap,Automatic SSTI detection tool with interactive interface.,https://github.com/vladko312/SSTImap
stackflow,Universal stack-based buffer overfow exploitation tool.,https://github.com/d4rkcat/stackflow
stacoan,"Crossplatform tool which aids developers, bugbounty hunters and ethical hackers performing static code analysis on mobile applications.",https://github.com/vincentcox/StaCoAn
stacs,Static Token And Credential Scanner.,https://github.com/stacscan/stacs
staekka,This plugin extends Metasploit for some missing features and modules allowing interaction with other/custom exploits/ways of getting shell access.,https://github.com/j-t/staekka
stardox,Github stargazers information gathering tool.,https://github.com/0xPrateek/Stardox
starttls-mitm,A mitm proxy that will transparently proxy and dump both plaintext and TLS traffic.,https://github.com/ipopov/starttls-mitm
statsprocessor,A high-performance word-generator based on per-position Markov-attack.,http://hashcat.net/wiki/doku.php?id=statsprocessor
stegcracker,Steganography brute-force utility to uncover hidden data inside files.,https://github.com/Paradoxis/StegCracker/tags
stegdetect,An automated tool for detecting steganographic content in images.,https://github.com/redNixon/stegdetect
steghide,Embeds a message in a file by replacing some of the least significant bits.,http://steghide.sourceforge.net/
stegolego,Simple program for using stegonography to hide data within BMP images.,https://github.com/razc411/StegoLeggo
stegosip,TCP tunnel over RTP/SIP.,https://github.com/epinna/Stegosip
stegoveritas,Automatic image steganography analysis tool.,https://github.com/bannsec/stegoVeritas/
stegseek,Lightning fast steghide cracker.,https://github.com/RickdeJager/stegseek
stegsolve,Steganography Solver.,https://github.com/zardus/ctf-tools/blob/master/stegsolve/install
stenographer,"A packet capture solution which aims to quickly spool all packets to disk, then provide simple, fast access to subsets of those packets.",https://github.com/google/stenographer
stepic,A python image steganography tool.,http://domnit.org/stepic/doc/
stews,A Security Tool for Enumerating WebSockets.,https://github.com/PalindromeLabs/STEWS
sticky-keys-hunter,Script to test an RDP host for sticky keys and utilman backdoor.,https://github.com/ztgrace/sticky_keys_hunter
stig-viewer,XCCDF formatted SRGs and STIGs files viewer for SCAP validation tools.,https://www.stig-viewer.com
stompy,An advanced utility to test the quality of WWW session identifiers and other tokens that are meant to be unpredictable.,http://lcamtuf.coredump.cx/
stoq,An open source framework for enterprise level automated analysis.,https://github.com/PUNCH-Cyber/stoq
storm-ring,"This simple tool is useful to test a PABX with ""allow guest"" parameter set to ""yes"" (in this scenario an anonymous caller could place a call).",http://packetstormsecurity.com/files/115852/Storm-Ringing-PABX-Test-Tool.html
stowaway,A Multi-hop proxy tool for security researchers and pentesters.,https://github.com/ph4ntonn/Stowaway
streamfinder,Searches for Alternate Data Streams (ADS).,https://www.gaijin.at/en/dlstreamfind.php
striker,An offensive information and vulnerability scanner.,https://github.com/UltimateHackers/Striker
stringsifter,Machine learning tool that automatically ranks strings based on their relevance for malware analysis.,https://github.com/fireeye/stringsifter
striptls,Proxy PoC implementation of STARTTLS stripping attacks.,https://github.com/tintinweb/striptls
strutscan,Apache Struts2 vulnerability scanner written in Perl.,https://github.com/riusksk/StrutScan
stunner,"Test and exploit STUN, TURN and TURN over TCP servers.",https://github.com/firefart/stunner
sub7,A remote administration tool. No further comments ;-),https://dl.packetstormsecurity.net/trojans/Subseven.2.2.zip
subdomainer,A tool designed for obtaining subdomain names from public sources.,http://www.edge-security.com/subdomainer.php
subfinder,Modular subdomain discovery tool that can discover massive amounts of valid subdomains for any target.,https://github.com/projectdiscovery/subfinder
subjack,Subdomain Takeover tool written in Go.,https://github.com/haccer/subjack
subjs,Fetches javascript file from a list of URLS or subdomains.,https://github.com/lc/subjs
sublert,A security and reconnaissance tool which leverages certificate transparency to automatically monitor new subdomains deployed by specific organizations and issued TLS/SSL certificate.,https://github.com/yassineaboukir/sublert
sublist3r,A Fast subdomains enumeration tool for penetration testers.,https://github.com/aboul3la/Sublist3r
subover,A Powerful Subdomain Takeover Tool.,https://github.com/Ice3man543/SubOver
subscraper,Tool that performs subdomain enumeration through various techniques.,https://github.com/m8r0wn/subscraper
subterfuge,Automated Man-in-the-Middle Attack Framework.,https://github.com/Subterfuge-Framework/Subterfuge
subzy,Subdomain takeover vulnerability checker.,https://github.com/PentestPad/subzy
sucrack,A multi-threaded Linux/UNIX tool for brute-force cracking local user accounts via su.,http://labs.portcullis.co.uk/application/sucrack
suid3num,Python script which utilizes python's built-in modules to enumerate SUID binaries.,https://github.com/Anon-Exploiter/SUID3NUM
sulley,A pure-python fully automated and unattended fuzzing framework.,https://github.com/OpenRCE/sulley/
superscan,"Powerful TCP port scanner, pinger, resolver.",http://www.foundstone.com/us/resources/proddesc/superscan.htm
suricata,An Open Source Next Generation Intrusion Detection and Prevention Engine.,https://suricata.io/download/
suricata-verify,Suricata Verification Tests - Testing Suricata Output.,https://github.com/OISF/suricata-verify
svn-extractor,A simple script to extract all web resources by means of .SVN folder exposed over network.,https://github.com/anantshri/svn-extractor
swamp,An OSINT tool for discovering associated sites through Google Analytics Tracking IDs.,https://github.com/jakecreps/swamp
swap-digger,A tool used to automate Linux swap analysis during post-exploitation or forensics.,https://github.com/sevagas/swap_digger
swarm,A distributed penetration testing tool.,https://github.com/Arvin-X/swarm
swfintruder,First tool for testing security in Flash movies. A runtime analyzer for SWF external movies. It helps to find flaws in Flash.,http://code.google.com/p/swfintruder/
swftools,A collection of SWF manipulation and creation utilities.,http://www.swftools.org/download.html
syborg,Recursive DNS Subdomain Enumerator with dead-end avoidance system.,https://github.com/MilindPurswani/Syborg
sylkie,IPv6 address spoofing with the Neighbor Discovery Protocol.,https://github.com/dlrobertson/sylkie
syms2elf,A plugin for Hex-Ray's IDA Pro and radare2 to export the symbols recognized to the ELF symbol table.,https://github.com/danigargu/syms2elf
synflood,A very simply script to illustrate DoS SYN Flooding attack.,http://thesprawl.org/projects/syn-flooder/
synner,A custom eth->ip->tcp packet generator (spoofer) for testing firewalls and dos attacks.,http://packetstormsecurity.com/files/69802/synner.c.html
synscan,fast asynchronous half-open TCP portscanner,http://www.digit-labs.org/files/tools/synscan/
syringe,A General Purpose DLL & Code Injection Utility.,https://github.com/securestate/syringe
sysinternals-suite,Sysinternals tools suite.,http://sysinternals.com/
t50,Experimental Multi-protocol Packet Injector Tool.,https://gitlab.com/fredericopissarra/t50/-/releases
tabi,BGP Hijack Detection.,https://github.com/ANSSI-FR/tabi
tachyon-scanner,Fast Multi-Threaded Web Discovery Tool.,https://github.com/delvelabs/tachyon
tactical-exploitation,Modern tactical exploitation toolkit.,https://github.com/0xdea/tactical-exploitation
taipan,Web application security scanner.,https://github.com/enkomio/Taipan
takeover,Sub-Domain TakeOver Vulnerability Scanner.,https://github.com/m4ll0k/takeover
talon,A password guessing tool that targets the Kerberos and LDAP services within the Windows Active Directory environment.,https://github.com/optiv/Talon
taof,A GUI cross-platform Python generic network protocol fuzzer.,http://taof.sf.net/
targetedkerberoast,Kerberoast with ACL abuse capabilities.,https://github.com/ShutdownRepo/targetedkerberoast
tbear,"Transient Bluetooth Environment Auditor includes an ncurses-based Bluetooth scanner (a bit similar to kismet), a Bluetooth DoS tool, and a Bluetooth hidden device locator.",http://freshmeat.net/projects/t-bear
tcgetkey,A set of tools that deal with acquiring physical memory dumps via FireWire and then scan the memory dump to locate TrueCrypt keys and finally decrypt the encrypted TrueCrypt container using the keys.,http://packetstormsecurity.com/files/119146/tcgetkey.1.html
tchunt-ng,Reveal encrypted files stored on a filesystem.,https://github.com/antagon/TCHunt-ng
tcpcontrol-fuzzer,2^6 TCP control bit fuzzer (no ECN or CWR).,https://www.ee.oulu.fi/research/ouspg/tcpcontrol-fuzzer
tcpcopy,A TCP stream replay tool to support real testing of Internet server applications.,https://github.com/session-replay-tools/tcpcopy
tcpdstat,Get protocol statistics from tcpdump pcap files.,https://github.com/netik/tcpdstat
tcpextract,Extracts files from captured TCP sessions. Support live streams and pcap files.,https://pypi.python.org/pypi/tcpextract/
tcpick,TCP stream sniffer and connection tracker,http://tcpick.sourceforge.net/
tcpjunk,A general tcp protocols testing and hacking utility.,http://code.google.com/p/tcpjunk
tcptrace,A TCP dump file analysis tool.,http://tcptrace.org/
tcptraceroute,A traceroute implementation using TCP packets.,http://michael.toren.net/code/tcptraceroute/
tcpwatch,A utility written in Python that lets you monitor forwarded TCP connections or HTTP proxy connections.,http://hathawaymix.org/Software/TCPWatch
tcpxtract,A tool for extracting files from network traffic.,http://tcpxtract.sourceforge.net
teamsuserenum,User enumeration with Microsoft Teams API,https://github.com/immunIT/TeamsUserEnum
teardown,Command line tool to send a BYE request to tear down a call.,http://www.hackingexposedvoip.com/
tekdefense-automater,IP URL and MD5 OSINT Analysis,https://github.com/1aN0rmus/TekDefense-Automater
tell-me-your-secrets,Find secrets on any machine from over 120 Different Signatures.,https://github.com/valayDave/tell-me-your-secrets
tempomail,Tool to create a temporary email address in 1 Second and receive emails.,https://github.com/kavishgr/tempomail
termineter,Smart meter testing framework.,https://code.google.com/p/termineter/
tfsec,Security scanner for your Terraform code.,https://github.com/aquasecurity/tfsec
tftp-bruteforce,A fast TFTP filename bruteforcer written in perl.,http://www.hackingexposedcisco.com/
tftp-fuzz,Master TFTP fuzzing script as part of the ftools series of fuzzers.,http://nullsecurity.net/tools/fuzzer.html
tftp-proxy,This tool accepts connection on tftp and reloads requested content from an upstream tftp server.,http://www.c0decafe.de/
tgcd,TCP/IP Gender Changer Daemon utility.,https://sourceforge.net/projects/tgcd/files/
thc-keyfinder,"Finds crypto keys, encrypted data and compressed data in files by analyzing the entropy of parts of the file.",https://www.thc.org/releases.php
thc-pptp-bruter,A brute force program that works against pptp vpn endpoints (tcp port 1723).,http://www.thc.org
thc-smartbrute,This tool finds undocumented and secret commands implemented in a smartcard.,https://www.thc.org/thc-smartbrute/
thc-ssl-dos,"A tool to verify the performance of SSL. To be used in your authorized and legitimate area ONLY. You need to accept this to make use of it, no use for bad intentions, you have been warned!",http://www.thc.org/thc-ssl-dos/
thcrut,Network discovery and OS Fingerprinting tool.,https://github.com/vanhauser-thc/THC-Archive/
thedorkbox,Comprehensive collection of Google Dorks & OSINT techniques to find Confidential Data.,https://github.com/cybersafeblr/thedorkbox
thefatrat,TheFatRat a massive exploiting tool: easy tool to generate backdoor and easy tool to post exploitation attack.,https://github.com/Screetsec/TheFatRat
thefuzz,CLI fuzzing tool.,https://github.com/droberson/thefuzz
theharvester,"Python tool for gathering e-mail accounts and subdomain names from different public sources (search engines, pgp key servers).",http://www.edge-security.com/theHarvester.php
themole,Automatic SQL injection exploitation tool.,http://sourceforge.net/projects/themole/
thezoo,A project created to make the possibility of malware analysis open and available to the public.,https://github.com/ytisf/theZoo
threat-dragon,Electron Threat Modelling and diagramming tool.,https://owasp.org/www-project-threat-dragon/
threatspec,Project to integrate threat modelling into development process.,https://github.com/threatspec/threatspec
thumbcacheviewer,Extract Windows thumbcache database files.,https://github.com/thumbcacheviewer/thumbcacheviewer
tidos-framework,Offensive Web Application Penetration Testing Framework.,https://github.com/0xInfection/TIDoS-Framework
tiger,"A security scanner, that checks computer for known problems. Can also use tripwire, aide and chkrootkit.",http://www.nongnu.org/tiger/
tilt,"An easy and simple tool implemented in Python for ip reconnaissance, with reverse ip lookup.",https://github.com/AeonDave/tilt
timegen,"This program generates a *.wav file to ""send"" an own time signal to DCF77 compatible devices.",http://bastianborn.de/radio-clock-hack/
timeverter,Bruteforce time-based tokens and to convert several time domains.,https://github.com/D3vil0p3r/timeverter
tinfoleak,Get detailed information about a Twitter user activity.,https://github.com/technoskald/tinfoleak/
tinfoleak2,The most complete open-source tool for Twitter intelligence analysis.,http://www.vicenteaguileradiaz.com/tools/
tinja,CLI tool for testing web pages for template injection vulnerabilities.,https://github.com/Hackmanit/TInjA
tls-attacker,A Java-based framework for analyzing TLS libraries.,https://github.com/RUB-NDS/TLS-Attacker
tls-fingerprinting,Tool and scripts to perform TLS Fingerprinting.,https://github.com/LeeBrotherston/tls-fingerprinting
tls-map,CLI & library for TLS cipher suites manipulation.,https://noraj.github.io/tls-map/
tls-prober,A tool to fingerprint SSL/TLS servers.,https://github.com/WestpointLtd/tls_prober
tlsenum,A command line tool to enumerate TLS cipher-suites supported by a server.,https://github.com/Ayrx/tlsenum
tlsfuzzer,SSL and TLS protocol test suite and fuzzer.,https://github.com/tomato42/tlsfuzzer
tlshelpers,A collection of shell scripts that help handling X.509 certificate and TLS issues.,https://github.com/hannob/tlshelpers
tlspretense,SSL/TLS client testing framework.,https://github.com/iSECPartners/tlspretense
tlssled,A Linux shell script whose purpose is to evaluate the security of a target SSL/TLS (HTTPS) web server implementation.,http://blog.taddong.com/2011/05/tlssled-v10.html
tlsx,TLS grabber focused on TLS based data collection.,https://github.com/projectdiscovery/tlsx
tnscmd,A lame tool to prod the oracle tnslsnr process (1521/tcp).,http://www.jammed.com/~jwa/hacks/security/tnscmd/
token-hunter,"OSINT Tool - Search the group and group members' snippets, issues, and issue discussions for sensitive data that may be included in these assets.",https://github.com/GitLab-Red-Team/token-hunter
token-reverser,Word list generator to crack security tokens.,https://github.com/dariusztytko/token-reverser
tomcatwardeployer,Apache Tomcat auto WAR deployment & pwning penetration testing tool.,https://github.com/mgeeky/tomcatWarDeployer
topera,"An IPv6 security analysis toolkit, with the particularity that their attacks can't be detected by Snort.",https://github.com/toperaproject/topera
tor-autocircuit,"Tor Autocircuit was developed to give users a finer control over Tor circuit creation. The tool exposes the functionality of TorCtl library which allows its users to control circuit length, speed, geolocation, and other parameters.",http://www.thesprawl.org/projects/tor-autocircuit/
tor-browser,Tor Browser Bundle: anonymous browsing using Firefox and Tor.,https://www.torproject.org/projects/torbrowser.html
tor-router,A tool that allow you to make TOR your default gateway and send all internet connections under TOR (as transparent proxy) for increase privacy/anonymity without extra unnecessary code.,https://github.com/Edu4rdSHL/tor-router
torcrawl,Crawl and extract (regular or onion) webpages through TOR network.,https://github.com/MikeMeliz/TorCrawl.py
torctl,Script to redirect all traffic through tor network including dns queries for anonymizing entire system.,https://github.com/BlackArch/torctl
torpy,Pure python Tor client implementation.,https://github.com/torpyorg/torpy
torshammer,A slow POST Denial of Service testing tool written in Python.,http://sourceforge.net/projects/torshammer/
tpcat,Tool based upon pcapdiff by the EFF.,http://sourceforge.net/projects/tpcat/
tplmap,Automatic Server-Side Template Injection Detection and Exploitation Tool.,https://github.com/epinna/tplmap
trape,People tracker on the Internet: OSINT analysis and research tool by Jose Pino.,https://github.com/jofpin/trape
traxss,Automated XSS Vulnerability Scanner.,https://github.com/M4cs/traxss
treasure,Hunt for sensitive information through githubs code search.,https://github.com/GuerrillaWarfare/Treasure
trevorproxy,A SOCKS proxy written in Python that randomizes your source IP address.,https://github.com/blacklanternsecurity/TREVORproxy
trevorspray,"A modular password sprayer with threading, clever proxying, loot modules, and more!",https://github.com/blacklanternsecurity/TREVORspray
trid,An utility designed to identify file types from their binary signatures.,http://mark0.net/soft-trid-e.html
trinity,A Linux System call fuzzer.,http://codemonkey.org.uk/projects/trinity/
triton,A Dynamic Binary Analysis (DBA) framework.,https://github.com/JonathanSalwan/Triton
trixd00r,An advanced and invisible userland backdoor based on TCP/IP for UNIX systems.,http://nullsecurity.net/tools/backdoor.html
truecrack,Password cracking for truecrypt(c) volumes.,http://code.google.com/p/truecrack/
truegaze,Static analysis tool for Android/iOS apps focusing on security issues outside the source code.,https://github.com/nightwatchcybersecurity/truegaze
truehunter,Detect TrueCrypt containers using a fast and memory efficient approach.,https://github.com/adoreste/truehunter
trufflehog,"Searches through git repositories for high entropy strings, digging deep into commit history.",https://github.com/dxa4481/truffleHog
trusttrees,A Tool for DNS Delegation Trust Graphing.,https://github.com/mandatoryprogrammer/TrustTrees
tsh,"An open-source UNIX backdoor that compiles on all variants, has full pty support, and uses strong crypto for communication.",http://packetstormsecurity.com/search/?q=tsh
tsh-sctp,An open-source UNIX backdoor.,https://github.com/infodox/tsh-sctp
ttpassgen,Highly flexible and scriptable password dictionary generator based on Python.,https://github.com/tp7309/TTPassGen
tunna,a set of tools which will wrap and tunnel any TCP communication over HTTP. It can be used to bypass network restrictions in fully firewalled environments.,https://github.com/SECFORCE/Tunna
turner,Tunnels HTTP over a permissive/open TURN server; supports HTTP and SOCKS5 proxy.,https://github.com/staaldraad/turner
tweets-analyzer,Tweets metadata scraper & activity analyzer.,https://github.com/x0rz/tweets_analyzer
tweetshell,Multi-thread Twitter BruteForcer in Shell Script.,https://github.com/thelinuxchoice/tweetshell
twint,"An advanced Twitter scraping & OSINT tool written in Python that doesn't use Twitter's API, allowing you to scrape a user's followers, following, Tweets and more while evading most API limitations.",https://github.com/twintproject/twint
twofi,Twitter Words of Interest.,http://www.digininja.org/projects/twofi.php
typo3scan,Enumerate Typo3 version and extensions.,https://github.com/whoot/Typo3Scan
tyton,Kernel-Mode Rootkit Hunter.,https://github.com/nbulischeck/tyton
u3-pwn,A tool designed to automate injecting executables to Sandisk smart usb devices with default U3 software install.,http://www.nullsecurity.net/tools/backdoor.html
uacme,Defeating Windows User Account Control.,https://github.com/hfiref0x/UACME
uatester,User Agent String Tester,http://code.google.com/p/ua-tester/
uberfile,CLI tool for the generation of downloader oneliners for UNIX-like or Windows systems.,https://github.com/ShutdownRepo/uberfile
ubertooth,A 2.4 GHz wireless development board suitable for Bluetooth experimentation. Open source hardware and software. Tools only.,https://github.com/greatscottgadgets/ubertooth/releases
ubiquiti-probing,A Ubiquiti device discovery tool.,https://github.com/headlesszeke/ubiquiti-probing
ubitack,"Tool, which automates some of the tasks you might need on a (wireless) penetration test or while you are on the go.",https://code.google.com/p/ubitack/
udis86,A minimalistic disassembler library.,http://udis86.sourceforge.net/
udork,"Bash script that uses advanced Google search techniques to obtain sensitive information in files or directories, find IoT devices, detect versions of web applications.",https://github.com/m3n0sd0n4ld/uDork
udp-hunter,Network assessment tool for various UDP Services covering both IPv4 and IPv6 protocols.,https://github.com/NotSoSecure/udp-hunter
udpastcp,This program hides UDP traffic as TCP traffic in order to bypass certain firewalls.,https://github.com/Hello71/udpastcp
udptunnel,Tunnels TCP over UDP packets.,http://code.google.com/p/udptunnel/
udsim,A graphical simulator that can emulate different modules in a vehicle and respond to UDS request.,https://github.com/zombieCraig/UDSim/
uefi-firmware-parser,"Parse BIOS/Intel ME/UEFI firmware related structures: Volumes, FileSystems, Files, etc.",https://github.com/theopolis/uefi-firmware-parser
uff,Unleashed ffuf. A fork of ffuf with more functions & a modified HTTP stack.,https://github.com/sw33tLie/uff
ufo-wardriving,Allows you to test the security of wireless networks by detecting their passwords based on the router model.,http://www.ufo-wardriving.com/
ufonet,"A tool designed to launch DDoS attacks against a target, using 'Open Redirect' vectors on third party web applications, like botnet.",https://github.com/epsylon/ufonet
uhoh365,Script to enumerate Office 365 users without performing login attempts,https://github.com/Raikia/UhOh365
ultimate-facebook-scraper,A bot which scrapes almost everything about a Facebook user's profile.,https://github.com/harismuneer/Ultimate-Facebook-Scraper
umap,The USB host security assessment tool.,https://github.com/nccgroup/umap
umit,A powerful nmap frontend.,http://www.umitproject.org/
unblob,Extract files from any kind of container formats.,https://github.com/onekey-sec/unblob
uncaptcha2,Defeating the latest version of ReCaptcha with 91% accuracy.,http://uncaptcha.cs.umd.edu/
uncover,Discover exposed hosts on the internet using multiple search engines.,https://github.com/projectdiscovery/uncover
undbx,Extract e-mail messages from Outlook Express DBX files.,https://github.com/ZungBang/undbx
unfurl,Pull out bits of URLs provided on stdin.,https://github.com/tomnomnom/unfurl
unibrute,Multithreaded SQL union bruteforcer.,https://github.com/GDSSecurity/Unibrute
unicorn-powershell,A simple tool for using a PowerShell downgrade attack and inject shellcode straight into memory.,https://github.com/trustedsec/unicorn
unicornscan,A new information gathering and correlation engine.,http://www.unicornscan.org/
unifuzzer,A fuzzing tool for closed-source binaries based on Unicorn and LibFuzzer.,https://github.com/rk700/uniFuzzer
uniofuzz,"The universal fuzzing tool for browsers, web services, files, programs and network services/ports",http://nullsecurity.net/tools/fuzzer.html
uniscan,"A simple Remote File Include, Local File Include and Remote Command Execution vulnerability scanner.",http://sourceforge.net/projects/uniscan/
unisec,Unicode Security Toolkit.,https://noraj.github.io/unisec
unix-privesc-check,Tries to find misconfigurations that could allow local unprivilged users to escalate privileges to other users or to access local apps (e.g. databases).,http://pentestmonkey.net/tools/audit/unix-privesc-check
unsecure,Bruteforces network login masks.,http://www.sniperx.net/
unstrip,ELF Unstrip Tool.,https://github.com/pzread/unstrip
untwister,Seed recovery tool for PRNGs.,https://github.com/altf4/untwister
upnp-pentest-toolkit,UPnP Pentest Toolkit for Windows.,https://github.com/nccgroup/UPnP-Pentest-Toolkit
upnpscan,Scans the LAN or a given address range for UPnP capable devices.,http://www.cqure.net/wp/upnpscan/
uppwn,A script that automates detection of security flaws on websites' file upload systems'.,https://github.com/ferrery1/UpPwn
uptux,"Linux privilege escalation checks (systemd, dbus, socket fun, etc).",https://github.com/initstring/uptux
urlcrazy,"Generate and test domain typos and variations to detect and perform typo squatting, URL hijacking, phishing, and corporate espionage.",http://www.morningstarsecurity.com/research/urlcrazy
urldigger,A python tool to extract URL addresses from different HOT sources and/or detect SPAM and malicious code,https://code.google.com/p/urldigger/
urlextractor,Information gathering & website reconnaissance.,https://github.com/eschultze/URLextractor
urlview,A curses URL parser for text files.,http://packages.qa.debian.org/u/urlview.html
urx,Extracts URLs from OSINT Archives for Security Insights.,https://github.com/hahwul/urx
usb-canary,A Linux or OSX tool that uses psutil to monitor devices while your computer is locked. In the case it detects someone plugging in or unplugging devices it can be configured to send you an SMS or alert you via Slack or Pushover.,https://github.com/errbufferoverfl/usb-canary
usbrip,USB device artifacts tracker.,https://github.com/snovvcrash/usbrip
username-anarchy,Tools for generating usernames when penetration testing.,http://www.morningstarsecurity.com/research/username-anarchy
usernamer,Pentest Tool to generate usernames/logins based on supplied names.,https://github.com/jseidl/usernamer
userrecon,Find usernames across over 75 social networks.,https://github.com/thelinuxchoice/userrecon
userrecon-py,Recognition usernames in 187 social networks.,https://github.com/lucmski/userrecon-py
usnjrnl2csv,Parser for $UsnJrnl on NTFS.,https://github.com/jschicht/UsnJrnl2Csv
usnparser,A Python script to parse the NTFS USN journal.,https://pypi.org/project/usnparser/#files
uw-loveimap,Multi threaded imap bounce scanner.,http://uberwall.org/bin/download/45/UWloveimap.tgz
uw-offish,Clear-text protocol simulator.,http://uberwall.org/bin/download/42/UW_offish.1.tar.gz
uw-udpscan,Multi threaded udp scanner.,http://uberwall.org/bin/download/44/UWudpscan.tar.gz
uw-zone,"Multi threaded, randomized IP zoner.",http://uberwall.org/bin/download/43/UWzone.tgz
v3n0m,Offensive Security Tool for Vulnerability Scanning & Pentesting,https://github.com/v3n0m-Scanner/V3n0M-Scanner
vais,SWF Vulnerability & Information Scanner.,https://github.com/hahwul/vais
valhalla-api,Valhalla API Client.,https://github.com/NextronSystems/valhallaAPI
vane,A vulnerability scanner which checks the security of WordPress installations using a black box approach.,https://github.com/delvelabs/vane
vanguard,A comprehensive web penetration testing tool written in Perl thatidentifies vulnerabilities in web applications.,http://packetstormsecurity.com/files/110603/Vanguard-Pentesting-Scanner.html
vault-scanner,Swiss army knife for hackers.,https://github.com/abhisharma404/vault
vba2graph,"Generate call graphs from VBA code, for easier analysis of malicious documents.",https://github.com/MalwareCantFly/Vba2Graph
vbrute,Virtual hosts brute forcer.,https://github.com/nccgroup/vbrute
vbscan,A black box vBulletin vulnerability scanner written in perl.,https://github.com/rezasp/vbscan
vbsmin,VBScript minifier.,https://noraj.github.io/vbsmin/
vcsmap,A plugin-based tool to scan public version control systems for sensitive information.,https://github.com/melvinsh/vcsmap
vega,An open source platform to test the security of web applications.,https://github.com/subgraph/Vega/wiki
veil,A tool designed to generate metasploit payloads that bypass common anti-virus solutions.,https://github.com/Veil-Framework/Veil
veles,New open source tool for binary data analysis.,https://codisec.com/veles/
venom,A Multi-hop Proxy for Penetration Testers.,https://github.com/Dliv3/Venom
verinice,Tool for managing information security.,https://github.com/SerNet/verinice
vfeed,Open Source Cross Linked and Aggregated Local Vulnerability Database main repository.,http://www.toolswatch.org/vfeed
vhostscan,"A virtual host scanner that can be used with pivot tools, detect catch-all scenarios, aliases and dynamic default pages.",https://github.com/codingo/VHostScan
videosnarf,A new security assessment tool for pcap analysis,http://ucsniff.sourceforge.net/videosnarf.html
villain,"C2 framework that can handle multiple TCP socket & HoaxShell-based reverse shells, enhance their functionality with additional features and share them among connected sibling servers.",https://github.com/t3l3machus/Villain
vinetto,A forensics tool to examine Thumbs.db files,http://vinetto.sourceforge.net
viper,A Binary analysis framework.,https://github.com/botherder/viper
vipermonkey,A VBA parser and emulation engine to analyze malicious macros.,https://github.com/decalage2/ViperMonkey
viproy-voipkit,VoIP Pen-Test Kit for Metasploit Framework.,http://viproy.com/
virustotal,Command-line utility to automatically lookup on VirusTotal all files recursively contained in a directory.,https://github.com/botherder/virustotal
visql,Scan SQL vulnerability on target site and sites of on server.,https://github.com/blackvkng/viSQL
visualize-logs,A Python library and command line tools to provide interactive log visualization.,https://github.com/keithjjones/visualize_logs
vivisect,A Python based static analysis and reverse engineering framework.,https://github.com/vivisect/vivisect
vlan-hopping,Easy 802.1Q VLAN Hopping,https://github.com/nccgroup/vlan-hopping
vlany,Linux LD_PRELOAD rootkit (x86 and x86_64 architectures).,https://github.com/mempodippy/vlany
vmap,A Vulnerability-Exploit desktop finder.,https://github.com/git-rep/vmap
vmcloak,Automated Virtual Machine Generation and Cloaking for Cuckoo Sandbox.,https://github.com/Cryss76/vmcloak
vnak,Aim is to be the one tool a user needs to attack multiple VoIP protocols.,https://www.isecpartners.com/vnak.html
vnc-bypauth,Multi-threaded bypass authentication scanner for VNC smaller than v4.1.1 servers.,http://pentester.fr/resources/tools/techno/VNC/VNC_bypauth/
vncrack,What it looks like: crack VNC.,http://194.150.168.69/vncrack/
voiper,A VoIP security testing toolkit incorporating several VoIP fuzzers and auxiliary tools to assist the auditor.,http://voiper.sourceforge.net/
voiphopper,A security validation tool that tests to see if a PC can mimic the behavior of an IP Phone. It rapidly automates a VLAN Hop into the Voice VLAN.,http://voiphopper.sourceforge.net/
